MASHONALAND EAST PROVINCE :2018 HARMONISED PRESIDENTIAL ELECTION RESULTS: 30 JULY 2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISTRICT,CONSTITUENCY ,LOCAL AUTHORITY,WARD NO.,POLLING STATIONS,FACILITY,"Busha Joseph Makamba
FreeZim Congress","Chamisa Nelson
Movement for Democratic Change Alliance","Chikanga Everisto Washington
Rebuild Zimbabwe","Dzapasi Melbah
#1980 Freedom Movement Zimbabwe","Gava Mapfumo Peter
United Democratic Front","Hlabangana Kwanele
Republican Party of Zimbabwe","Kasiyamhuru Blessing
Zimbabwe Partnership for Prosperity","Khupe Thokozani
Movement for Democratic Change","Madhuku Lovemore
National Constitutional Assembly","Mangoma Elton Steers
Coalition of Democrats","Manyika Noah Ngoni
Build Zimbabwe Alliance","Mapfumo-Chiguvare Tonderai Johannes Timothy
People's Progressive Party Zimbabwe","Mariyacha Violet
United Democracy Movement","Mhambi-Hove Divine
national Alliance of Patriotic and Democratic Republicans","Mnangagwa Emmerson Dambudzo
Zimbabwe African National Union Patriotic Front","Moyo Nkosana Donald
Alliance for the People's Agenda","Mteki Bryn Taurai
Independent","Mugadza Willard Tawonezvi
Bethel Christian Party","Mujuru Joice Teurai Ropa
People's Rainbow Coalition","Munyanduri Tendai Peter
New Patriotic Front","Mutinhiri Ambrose
National Patriotic Front","Shumba Kuzozvirava Daniel
United Democratic Alliance","Wilson Harry Peter
Democratic Opposition Party",Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Mutoko,Mutoko North,Mutoko RDC,2,Makokoro Business Centre Tent,4800MTK0205,2,41,0,0,0,0,0,0,0,0,0,0,0,0,666,0,0,1,1,0,1,0,0,1,0,713,712
,,,,5 Polling Stations,WARD TOTAL,7,153,0,0,0,1,1,2,0,0,0,0,0,0,2475,1,1,1,1,0,2,0,1,24,0,"2,670","2,646"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,3,Kagande Primary School,4800MTK0301,2,100,1,0,0,0,1,1,1,0,0,0,0,1,670,1,0,0,3,0,2,1,1,14,0,799,785
Mutoko,Mutoko North,Mutoko RDC,3,Kawazva Primary School,4800MTK0302,0,73,0,0,0,0,0,1,0,0,0,0,0,0,461,1,0,0,0,0,0,0,0,6,0,542,536
Mutoko,Mutoko North,Mutoko RDC,3,Mungongoma Business Centre Tent,4800MTK0303,0,21,0,0,0,0,0,0,0,0,0,0,0,0,238,1,0,0,0,0,0,0,0,8,0,268,260
Mutoko,Mutoko North,Mutoko RDC,3,Tarewa Primary School,4800MTK0304,0,88,0,0,0,1,0,4,0,0,0,0,0,0,349,0,0,0,0,1,0,0,0,1,0,444,443
,,,,4 Polling Stations,WARD TOTAL,2,282,1,0,0,1,1,6,1,0,0,0,0,1,1718,3,0,0,3,1,2,1,1,29,0,"2,053","2,024"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,4,Gwanza Baptist Church,4800MTK0401,0,27,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,0,0,0,0,0,2,0,246,244
Mutoko,Mutoko North,Mutoko RDC,4,Kawere Primary School,4800MTK0402,1,54,0,0,0,0,0,0,0,0,0,0,0,0,339,1,0,0,0,0,0,0,0,5,0,400,395
Mutoko,Mutoko North,Mutoko RDC,4,Kuwirirana Pre-School,4800MTK0403,0,25,0,0,0,2,1,1,1,0,0,0,0,0,260,0,0,0,0,0,0,0,0,3,0,293,290
Mutoko,Mutoko North,Mutoko RDC,4,Madimutsa Primary School,4800MTK0404,0,31,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,1,0,1,0,248,247
Mutoko,Mutoko North,Mutoko RDC,4,Madimutsa Secondary School,4800MTK0405,0,13,0,0,0,0,1,1,0,0,0,0,0,1,193,0,0,0,0,0,0,0,0,1,0,210,209
Mutoko,Mutoko North,Mutoko RDC,4,Ndemera Business Centre Tent,4800MTK0406,1,24,0,0,0,0,1,0,0,0,1,0,0,0,121,0,0,0,0,0,0,0,0,0,0,148,148
,,,,6 Polling Stations,WARD TOTAL,2,174,0,0,0,2,3,2,1,0,1,0,0,1,1345,1,0,0,0,0,0,1,0,12,0,"1,545","1,533"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,5,Gurure Primary School,4800MTK0501,3,96,0,0,0,0,0,1,0,0,0,0,0,0,493,1,0,0,0,0,0,0,1,9,0,604,595
Mutoko,Mutoko North,Mutoko RDC,5,Katsukunya Primary School,4800MTK0502,0,82,0,0,0,0,0,1,0,0,0,0,0,0,127,1,1,0,0,0,0,0,0,1,0,213,212
Mutoko,Mutoko North,Mutoko RDC,5,Mazengera Village Tent,4800MTK0503,1,27,0,0,0,0,0,1,0,0,0,0,0,0,104,0,0,0,0,1,0,0,0,1,0,135,134
Mutoko,Mutoko North,Mutoko RDC,5,Mvundura Business Centre Tent,4800MTK0504,0,7,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,86,85
Mutoko,Mutoko North,Mutoko RDC,5,Nyamakope Primary School,4800MTK0505,0,80,0,0,0,0,0,2,0,0,0,0,0,0,566,0,0,0,0,0,0,0,0,4,0,652,648
,,,,5 Polling Stations,WARD TOTAL,4,292,0,0,0,0,0,5,0,0,0,0,0,0,1368,2,1,0,0,1,0,0,1,16,0,"1,690","1,674"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,6,Chimukopa Primary School,4800MTK0601,0,120,0,1,1,0,0,1,0,0,0,0,0,0,388,0,0,2,0,0,0,0,0,2,0,515,513
Mutoko,Mutoko North,Mutoko RDC,6,Chiutsi Primary School,4800MTK0602,0,55,0,0,0,0,0,1,0,0,0,0,0,0,415,0,0,1,0,0,0,1,1,6,0,480,474
Mutoko,Mutoko North,Mutoko RDC,6,Dandara Village Tent,4800MTK0603,0,21,0,0,0,0,0,0,0,0,0,0,0,0,146,0,1,0,0,0,1,0,0,0,0,169,169
,,,,3 Polling Stations,WARD TOTAL,0,196,0,1,1,0,0,2,0,0,0,0,0,0,949,0,1,3,0,0,1,1,1,8,0,"1,164","1,156"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,7,Hondo Business Centre Tent,4800MTK0701,1,26,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,1,0,0,0,0,2,0,236,234
Mutoko,Mutoko North,Mutoko RDC,7,Makochera Primary School,4800MTK0702,0,85,0,0,0,0,0,0,0,0,0,0,0,0,382,1,0,0,0,0,0,0,0,1,0,469,468
Mutoko,Mutoko North,Mutoko RDC,7,Mwenye Village Tent,4800MTK0703,0,66,0,0,0,0,0,0,0,0,1,0,0,0,174,0,0,1,0,0,0,0,0,5,0,247,242
Mutoko,Mutoko North,Mutoko RDC,7,Nyamuzuwe Primary School,4800MTK0704,6,243,3,0,0,0,1,3,0,1,0,0,0,1,555,4,0,1,0,2,1,0,0,26,0,847,821
Mutoko,Mutoko North,Mutoko RDC,7,Nyatsine Business Centre Tent,4800MTK0705,0,34,1,0,0,1,0,1,0,0,0,1,0,0,126,1,0,0,0,1,0,0,1,0,0,167,167
,,,,5Polling Stations,WARD TOTAL,7,454,4,0,0,1,1,4,0,1,1,1,0,1,1443,6,0,2,1,3,1,0,1,34,0,"1,966","1,932"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,8,Bondamakara Primary School,4800MTK0801,0,101,0,0,0,2,0,0,0,0,0,0,0,0,268,3,1,0,0,0,0,0,0,4,0,379,375
Mutoko,Mutoko North,Mutoko RDC,8,Botsanzira Pre-School,4800MTK0802,1,38,0,0,0,0,1,0,0,0,0,0,0,0,213,0,0,1,0,0,1,0,0,2,0,257,255
Mutoko,Mutoko North,Mutoko RDC,8,Hunda Village Tent,4800MTK0803,1,48,0,0,1,0,1,1,0,0,0,0,0,0,199,0,0,0,1,0,0,0,0,1,0,253,252
Mutoko,Mutoko North,Mutoko RDC,8,Kowo Primary School,4800MTK0804,6,191,0,0,0,1,1,1,0,0,0,0,0,0,422,1,0,0,0,0,0,0,0,10,0,633,623
Mutoko,Mutoko North,Mutoko RDC,8,Utonga Primary School,4800MTK0805,1,95,1,0,0,0,1,0,0,0,0,0,0,0,289,0,0,1,0,0,0,0,0,6,0,394,388
Mutoko,Mutoko North,Mutoko RDC,8,Rutsito DDf Camp,4800MTK0806,1,57,0,0,0,1,0,0,0,0,0,0,1,0,137,2,0,0,2,1,0,0,0,3,0,205,202
,,,,6 Polling Stations,WARD TOTAL,10,530,1,0,1,4,4,2,0,0,0,0,1,0,1528,6,1,2,3,1,1,0,0,26,0,"2,121","2,095"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,10,Chapeyama Business Business Centre Tent,4800MTK1001,0,51,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,0,0,0,4,0,269,265
Mutoko,Mutoko North,Mutoko RDC,10,Chikombonyi Business Centre Tent,4800MTK1002,1,48,0,0,0,1,0,0,0,0,0,0,0,0,347,1,0,0,1,0,0,0,0,4,0,403,399
Mutoko,Mutoko North,Mutoko RDC,10,Kanyongo Hall,4800MTK1003,0,59,0,0,0,1,0,1,0,0,1,0,0,0,228,0,0,0,0,0,0,0,0,2,0,292,290
Mutoko,Mutoko North,Mutoko RDC,10,Manhemba Primary School,4800MTK1004,0,87,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,4,0,379,375
Mutoko,Mutoko North,Mutoko RDC,10,Nyakabau Primary School,4800MTK1005,0,54,1,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,0,0,0,0,0,3,0,290,287
,,,,5 Polling Stations,WARD TOTAL,1,299,1,0,0,2,0,1,0,0,1,0,0,0,1309,1,0,0,1,0,0,0,0,17,0,"1,633","1,616"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,11,Chikondoma Hall,4800MTK1101,0,151,1,0,0,0,0,3,0,0,0,0,0,0,167,1,0,0,0,0,1,0,0,5,0,329,324
Mutoko,Mutoko North,Mutoko RDC,11,Hunhu Co-Operative Public Offices,4800MTK1102,1,180,0,0,0,2,0,0,0,0,0,0,0,0,265,0,0,0,1,0,0,0,0,8,0,457,449
Mutoko,Mutoko North,Mutoko RDC,11,Musvaire Primary School,4800MTK1103,3,196,1,0,0,5,1,0,1,1,0,2,0,0,384,2,0,1,0,0,1,1,1,7,0,607,600
Mutoko,Mutoko North,Mutoko RDC,11,Muwanga Turn-Off Tent,4800MTK1104,1,89,0,0,2,0,0,3,0,0,1,0,0,0,203,0,0,0,2,0,0,1,1,7,0,310,303
Mutoko,Mutoko North,Mutoko RDC,11,Tsiga Primary School,4800MTK1105,2,161,1,0,0,1,0,10,0,0,0,0,0,0,424,0,0,1,0,0,1,1,1,11,0,614,603
,,,,5 Polling Stations,WARD TOTAL,7,777,3,0,2,8,1,16,1,1,1,2,0,0,1443,3,0,2,3,0,3,3,3,38,0,"2,317","2,279"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko North,Mutoko RDC,12,Chitekwe Primary School,4800MTK1201,2,136,3,0,1,0,0,1,1,0,0,0,0,0,308,1,0,0,0,1,1,0,0,7,0,462,455
Mutoko,Mutoko North,Mutoko RDC,12,Madziwa Hall,4800MTK1202,1,113,0,0,0,1,0,1,0,0,0,0,0,0,240,1,0,0,0,2,2,1,0,2,0,364,362
Mutoko,Mutoko North,Mutoko RDC,12,Mutoko Ruins Tent,4800MTK1203,4,106,1,0,0,0,1,2,0,0,0,0,0,1,228,3,0,0,0,0,0,1,0,4,0,351,347
Mutoko,Mutoko North,Mutoko RDC,12,Tsiko Primary School,4800MTK1204,1,95,0,0,0,1,0,5,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,4,0,427,423
,,,,4 Polling Stations,WARD TOTAL,8,450,4,0,1,2,1,9,1,0,0,0,0,1,1097,5,0,0,0,3,3,2,0,17,0,"1,604","1,587"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mutoko North Constituency Total,,,53,"3,778",19,1,5,22,14,53,4,2,4,4,1,6,"16,285",31,5,10,15,11,13,8,9,246,0,"20,599","20,353"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,20,Chinzanga Buffer Zone Tent,4800MTK2001 A,1,344,0,0,0,0,0,0,0,0,0,0,0,0,311,0,0,0,1,0,1,0,0,8,0,666,658
Mutoko,Mutoko South,Mutoko RDC,20,Chinzanga Buffer Zone Tent,4800MTK2001 B,4,307,1,0,0,2,0,1,0,0,0,0,0,0,350,1,0,0,0,1,1,0,0,16,0,684,668
Mutoko,Mutoko South,Mutoko RDC,20,Chinzanga Buffer Zone Tent,4800MTK2001 C,2,338,1,0,0,0,1,1,0,0,0,0,0,0,316,0,0,0,0,1,1,0,0,10,0,671,661
Mutoko,Mutoko South,Mutoko RDC,20,Chinzanga Primary School,4800MTK2002 A,1,339,1,0,0,1,0,0,0,0,0,0,0,0,363,1,0,0,0,0,0,0,0,5,0,711,706
Mutoko,Mutoko South,Mutoko RDC,20,Chinzanga Primary School,4800MTK2002 B,1,273,0,0,0,2,0,2,0,0,0,0,1,0,436,1,0,0,0,0,0,0,0,12,0,728,716
Mutoko,Mutoko South,Mutoko RDC,20,Chinzanga Primary School,4800MTK2002 C,1,309,1,0,0,0,0,3,1,0,0,1,0,0,394,0,0,0,3,0,0,0,0,9,0,722,713
Mutoko,Mutoko South,Mutoko RDC,20,District Registry Hall,4800MTK2003 A,0,217,0,0,0,0,0,1,0,0,0,0,1,0,204,0,0,0,0,0,0,0,0,6,0,429,423
Mutoko,Mutoko South,Mutoko RDC,20,District Registry Hall,4800MTK2003 B,0,233,0,1,0,0,0,1,0,0,0,0,0,0,164,0,0,0,1,0,0,0,0,4,0,404,400
Mutoko,Mutoko South,Mutoko RDC,20,Mutoko Government High School,4800MTK2004 A,2,407,0,0,0,0,1,1,0,0,0,0,1,0,354,1,0,0,2,0,1,1,0,10,0,781,771
Mutoko,Mutoko South,Mutoko RDC,20,Mutoko Government High School,4800MTK2004 B,3,408,0,0,0,0,0,4,0,0,0,0,0,0,342,0,0,1,0,0,0,0,0,11,0,769,758
,,,,10 Polling Stations,WARD TOTAL,15,3175,4,1,0,5,2,14,1,0,0,1,3,0,3234,4,0,1,7,2,4,1,0,91,0,"6,565","6,474"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,21,Gumbure Primary School,4800MTK2101,2,59,0,0,0,0,0,1,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,2,0,154,152
Mutoko,Mutoko South,Mutoko RDC,21,Mutambwe Primary School,4800MTK2102,0,49,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,5,0,207,202
,,,,2 Polling Stations,WARD TOTAL,2,108,0,0,0,0,0,1,0,0,0,0,0,0,242,1,0,0,0,0,0,0,0,7,0,361,354
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,22,Mother of Peace,4800MTK2201,0,36,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,2,0,86,84
Mutoko,Mutoko South,Mutoko RDC,22,Nyahondo Primary School,4800MTK2202,0,67,1,0,0,0,0,1,0,0,1,0,0,0,220,0,0,0,0,0,0,0,0,5,0,295,290
Mutoko,Mutoko South,Mutoko RDC,22,Old Council Offices,4800MTK2203,1,55,1,0,0,0,0,0,1,0,0,0,0,0,193,0,0,0,0,0,0,0,1,3,0,255,252
,,,,3 Polling Stations,WARD TOTAL,1,158,2,0,0,0,0,1,1,0,1,0,0,0,461,0,0,0,0,0,0,0,1,10,0,636,626
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,23,Hadya Primary School,4800MTK2301,0,11,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,71,71
Mutoko,Mutoko South,Mutoko RDC,23,Kanyongoro Secondary School,4800MTK2302,0,32,0,0,0,0,1,0,0,0,0,0,0,0,106,0,0,0,0,0,1,0,0,1,0,141,140
Mutoko,Mutoko South,Mutoko RDC,23,Katehwe Village Tent,4800MTK2303,0,2,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,1,0,0,0,0,1,0,74,73
Mutoko,Mutoko South,Mutoko RDC,23,Marira Primary School,4800MTK2304,0,15,0,0,0,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,0,112,112
,,,,4 Polling Stations,WARD TOTAL,0,60,0,0,0,0,1,0,0,0,0,0,0,0,333,0,0,0,1,0,1,0,0,2,0,398,396
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,24,Dhuku Dam Primary School,4800MTK2401,0,7,1,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,88,88
Mutoko,Mutoko South,Mutoko RDC,24,Kanoyangwa Farm Tent,4800MTK2402,0,11,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,63,63
Mutoko,Mutoko South,Mutoko RDC,24,Masarirevhu Farm Tent,4800MTK2403,0,12,0,0,0,0,1,2,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1,0,109,108
Mutoko,Mutoko South,Mutoko RDC,24,Matedza Primary School,4800MTK2404,0,16,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,1,0,0,0,1,0,66,65
Mutoko,Mutoko South,Mutoko RDC,24,Mhovha Farm Tent,4800MTK2405,0,16,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,1,0,67,66
,,,,5 Polling Stations,WARD TOTAL,0,62,1,0,0,0,1,2,0,0,0,0,0,0,323,0,0,0,0,1,0,0,0,3,0,393,390
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,25,Charumbira village Tent,4800MTK2501,0,12,0,0,0,0,0,1,0,0,0,0,0,0,116,0,0,0,2,0,0,0,0,0,0,131,131
Mutoko,Mutoko South,Mutoko RDC,25,Chimurenga Primary School,4800MTK2502 A,2,33,1,0,0,1,1,1,0,0,0,0,0,1,420,0,0,0,0,1,0,0,0,7,0,468,461
Mutoko,Mutoko South,Mutoko RDC,25,Chimurenga Primary School,4800MTK2502 B,3,27,0,0,0,1,1,0,0,0,0,0,0,1,425,0,0,0,0,0,0,0,1,9,0,468,459
Mutoko,Mutoko South,Mutoko RDC,25,Ganyambadze Primary School,4800MTK2503,2,30,0,0,0,3,3,1,0,0,0,0,0,0,707,0,0,0,0,0,0,0,2,6,0,754,748
Mutoko,Mutoko South,Mutoko RDC,25,Nyadire Mission,4800MTK2504,2,129,0,0,0,0,0,1,0,0,0,0,0,0,139,0,0,0,2,0,1,0,0,5,0,279,274
Mutoko,Mutoko South,Mutoko RDC,25,Nyahurunguhwe Primary School,4800MTK2505,0,38,1,0,0,1,1,1,0,0,0,0,0,1,504,1,0,0,0,0,0,0,0,2,0,550,548
Mutoko,Mutoko South,Mutoko RDC,25,Tabudirira Primary School,4800MTK2507,0,19,0,0,0,0,0,0,0,0,0,0,0,0,162,0,1,0,0,0,0,0,1,1,0,184,183
Mutoko,Mutoko South,Mutoko RDC,25,Tabudirira Secondary School,4800MTK2506,1,45,0,1,0,0,1,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,2,0,225,223
Mutoko,Mutoko South,Mutoko RDC,25,Zvidozvevanhu Primary School,4800MTK2508,3,29,2,0,1,1,1,0,0,1,0,1,0,0,831,0,0,0,0,0,0,0,2,10,0,882,872
,,,,8 Polling Stations,WARD TOTAL,13,362,4,1,1,7,8,5,0,1,0,1,0,3,3479,1,1,0,4,1,1,0,6,42,0,"3,941","3,899"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,26,Corner Store Tent,4800MTK2601,0,61,1,0,0,1,0,1,0,0,0,0,0,2,403,0,0,0,0,1,0,0,0,4,0,474,470
Mutoko,Mutoko South,Mutoko RDC,26,Kushinga Primary School,4800MTK2602,1,90,0,0,0,3,0,3,1,0,0,0,0,0,289,0,1,0,3,0,0,0,0,4,0,395,391
Mutoko,Mutoko South,Mutoko RDC,26,Masvitsi Primary School,4800MTK2603,0,57,0,0,0,2,0,1,0,0,0,0,0,0,226,0,0,0,0,0,1,0,0,4,0,291,287
Mutoko,Mutoko South,Mutoko RDC,26,Mukombwe Primary School,4800MTK2604,0,29,0,0,0,0,0,1,0,0,0,0,0,0,256,0,0,0,0,1,0,0,1,8,0,296,288
Mutoko,Mutoko South,Mutoko RDC,26,Nyamudeza Business Centre Tent,4800MTK2605,0,41,1,0,0,1,0,0,1,0,0,0,0,0,390,1,0,0,0,0,0,1,0,12,0,448,436
Mutoko,Mutoko South,Mutoko RDC,26,Ronchester Tent,4800MTK2606,0,13,0,0,0,1,0,0,0,0,0,0,0,0,248,1,0,0,1,0,0,0,0,3,0,267,264
Mutoko,Mutoko South,Mutoko RDC,26,Village 20 Tent,4800MTK2607,0,55,0,0,0,0,0,1,0,0,0,0,0,0,393,1,1,0,0,0,0,0,1,4,0,456,452
,,,,7 Polling Stations,WARD TOTAL,1,346,2,0,0,8,0,7,2,0,0,0,0,2,2205,3,2,0,4,2,1,1,2,39,0,"2,627","2,588"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,27,Chidara Primary School,4800MTK2701,0,81,0,0,0,1,1,0,0,0,0,0,0,0,719,0,0,2,1,0,0,0,0,3,0,808,805
Mutoko,Mutoko South,Mutoko RDC,27,Chidowe Primary School,4800MTK2702,1,18,0,0,0,0,0,0,0,0,0,0,0,1,253,0,0,0,0,0,0,0,1,2,0,276,274
Mutoko,Mutoko South,Mutoko RDC,27,Hari Business Centre Tent,4800MTK2703,0,14,0,0,0,0,0,0,0,0,0,0,0,0,277,1,0,0,0,0,0,0,0,1,0,293,292
Mutoko,Mutoko South,Mutoko RDC,27,Mazarura Farm Tent,4800MTK2704,0,29,1,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,0,0,0,4,0,318,314
Mutoko,Mutoko South,Mutoko RDC,27,Ndiwani Secondary School,4800MTK2705,1,28,0,0,0,1,0,3,0,0,1,0,0,0,214,1,0,0,1,0,0,0,0,2,0,252,250
Mutoko,Mutoko South,Mutoko RDC,27,Nyagore Primary School,4800MTK2706,0,16,1,1,1,0,0,0,0,0,0,0,0,0,525,1,0,0,0,0,0,1,0,4,0,550,546
Mutoko,Mutoko South,Mutoko RDC,27,Nyamakosi Farm Tent,4800MTK2707,0,30,0,0,0,0,0,0,0,0,0,0,0,0,506,2,0,1,0,3,0,0,0,11,0,553,542
Mutoko,Mutoko South,Mutoko RDC,27,Parirenyatwa Primary School,4800MTK2708,0,38,0,0,0,2,0,0,0,1,0,0,0,0,500,0,0,0,0,1,0,0,0,7,0,549,542
Mutoko,Mutoko South,Mutoko RDC,27,Rukanda Primary School,4800MTK2709,0,28,0,0,0,0,0,0,0,0,0,0,0,0,263,1,0,0,0,0,0,0,0,2,0,294,292
,,,,9 Polling Stations,WARD TOTAL,2,282,2,1,1,4,1,3,0,1,1,0,0,1,3541,6,0,3,2,4,0,1,1,36,0,"3,893","3,857"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,28,Chikara Primary School,4800MTK2801,2,38,1,0,0,1,1,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,2,6,0,653,647
Mutoko,Mutoko South,Mutoko RDC,28,Chinyika Primary School,4800MTK2802,3,32,0,0,0,0,0,1,0,0,0,0,0,0,556,1,0,0,0,0,0,0,0,3,0,596,593
Mutoko,Mutoko South,Mutoko RDC,28,Nyadzonya Primary School,4800MTK2803,0,31,0,0,0,0,1,0,0,0,0,0,0,0,401,0,0,0,0,0,0,0,1,2,0,436,434
Mutoko,Mutoko South,Mutoko RDC,28,Nyamuzizi Primary School,4800MTK2804,3,68,2,0,0,0,1,1,0,0,0,0,0,1,525,1,0,0,0,0,0,0,0,14,0,616,602
,,,,4 Polling Stations,WARD TOTAL,8,169,3,0,0,1,3,2,0,0,0,0,0,1,2084,2,0,0,0,0,0,0,3,25,0,"2,301","2,276"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mutoko,Mutoko South,Mutoko RDC,29,Dombodzvipa Primary School,4800MTK2901,2,34,0,0,0,0,0,0,0,1,0,0,0,1,375,1,0,0,0,0,0,0,0,17,0,431,414
Mutoko,Mutoko South,Mutoko RDC,29,Hurumutumbu Primary School,4800MTK2902,0,23,0,0,0,0,1,0,0,0,0,0,0,0,286,0,0,0,1,0,0,0,0,1,0,312,311
Mutoko,Mutoko South,Mutoko RDC,29,Kwaedza Primary School,4800MTK2903,1,17,0,0,0,0,0,1,0,0,0,0,0,1,293,0,0,0,0,0,0,0,0,3,0,316,313
Mutoko,Mutoko South,Mutoko RDC,29,Lucky Dip Business Centre Tent,4800MTK2904,0,20,0,0,0,0,0,2,0,0,0,0,0,0,312,1,0,0,0,0,0,0,1,4,0,340,336
Mutoko,Mutoko South,Mutoko RDC,29,Nharire Primary School,4800MTK2905,1,66,1,0,0,0,0,0,0,0,0,0,0,0,491,1,0,0,0,0,0,1,0,8,0,569,561
Mutoko,Mutoko South,Mutoko RDC,29,Nyarushipe Primary School,4800MTK2906,0,44,0,0,0,0,0,0,0,0,0,0,0,0,455,0,1,0,0,0,0,0,3,10,0,513,503
Mutoko,Mutoko South,Mutoko RDC,29,Nzira Primary School,4800MTK2907,0,63,0,0,0,0,0,0,0,1,0,0,0,0,539,0,1,0,0,0,0,0,1,5,0,610,605
Mutoko,Mutoko South,Mutoko RDC,29,Ruvimbo Primary School,4800MTK2908,1,26,1,0,0,0,0,0,0,0,0,0,0,0,325,1,0,1,0,0,0,1,0,2,0,358,356
Mutoko,Mutoko South,Mutoko RDC,29,Tongogara Primary School,4800MTK2909,1,12,0,0,0,0,0,2,0,0,0,0,0,0,229,1,0,0,0,0,0,0,0,5,0,250,245
Mutoko,Mutoko South,Mutoko RDC,29,Ushamba Primary School,4800MTK2910,0,53,0,0,0,1,0,1,0,0,0,0,0,0,367,1,0,0,0,0,0,0,0,10,0,433,423
Mutoko,Mutoko South,Mutoko RDC,29,Village 90 Tent,4800MTK2911,0,8,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0,1,0,0,0,0,0,0,0,404,404
,,,,11 Polling Stations,WARD TOTAL,6,366,2,0,0,1,1,6,0,2,0,0,0,2,4067,6,2,2,1,0,0,2,5,65,0,"4,536","4,471"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mutoko South Constituency Total,,,48,"5,088",20,3,2,26,17,41,4,4,2,2,3,9,"19,969",23,5,6,19,10,7,5,18,320,0,"25,651","25,331"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seke,Seke ,Manyame RDC,1,Agricultural Institute College,5900MAN0101,0,369,1,0,0,2,0,2,1,0,0,0,0,0,91,2,0,0,0,1,0,0,0,3,0,472,469
