Lupane,Lupane West,Kusile RDC,3,Kenyandavu Primary School,4100KUS0304,1,94,2,0,1,2,2,6,0,0,0,0,0,1,207,2,1,0,0,1,1,1,1,8,0,331,323
Lupane,Lupane West,Kusile RDC,3,Mahlalufikile Primary School,4100KUS0305,0,201,2,0,0,1,0,15,1,1,1,0,1,2,96,1,0,1,0,0,0,0,1,22,0,346,324
Lupane,Lupane West,Kusile RDC,3,Sefula Primary School,4100KUS0306,2,80,2,0,0,0,0,4,0,0,0,0,0,1,53,3,0,1,0,0,1,0,0,2,0,149,147
Lupane,Lupane West,Kusile RDC,4,Mzola 27 Primary School,4100KUS0401,0,76,0,0,0,0,0,1,0,0,0,0,0,0,110,4,2,2,0,0,0,1,0,1,0,197,196
Lupane,Lupane West,Kusile RDC,4,Mzola 5 Primary School,4100KUS0402,0,129,2,0,0,1,1,6,0,0,0,0,0,1,130,1,0,0,0,0,0,1,1,6,0,279,273
Lupane,Lupane West,Kusile RDC,4,Nono Primary School,4100KUS0403,0,125,1,0,0,1,0,3,0,2,0,1,0,0,96,2,0,0,0,1,0,0,0,5,,237,232
Lupane,Lupane West,Kusile RDC,4,Thokozani Primary School,4100KUS0404,0,34,1,0,0,1,2,4,0,1,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,112,112
Lupane,Lupane West,Kusile RDC,5,Esibombo Primary School,4100KUS0501,2,138,0,0,0,2,0,10,0,0,0,0,1,2,96,0,0,0,0,0,0,0,5,13,0,269,256
Lupane,Lupane West,Kusile RDC,5,Kana Primary School,4100KUS0502,7,116,2,1,0,3,2,9,1,1,1,0,1,2,237,2,0,1,3,1,2,1,2,19,0,414,395
Lupane,Lupane West,Kusile RDC,5,Msewele Primary School,4100KUS0503,3,123,1,0,0,6,0,2,0,0,0,0,0,0,107,1,0,1,0,0,0,1,1,8,0,254,246
Lupane,Lupane West,Kusile RDC,5,Sibavule Primary School,4100KUS0504,0,52,0,0,0,1,0,2,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,1,0,91,90
Lupane,Lupane West,Kusile RDC,5,Sinqobile Primary School,4100KUS0505,0,63,0,0,0,2,1,2,2,0,0,0,0,0,168,1,2,0,0,0,1,0,0,11,0,253,242
Lupane,Lupane West,Kusile RDC,8,Buyu Tent,4100KUS0801,1,57,0,0,0,0,0,4,0,0,0,0,2,0,111,1,0,2,1,0,0,1,2,6,0,188,182
Lupane,Lupane West,Kusile RDC,8,Ngombane Primary School,4100KUS0802,0,117,1,0,0,0,1,13,0,0,0,0,0,0,72,3,1,0,0,1,2,1,1,1,0,214,213
Lupane,Lupane West,Kusile RDC,8,Sobendle Primary School,4100KUS0803,1,76,1,0,1,5,1,11,1,0,0,0,1,0,157,1,0,1,14,0,1,0,1,9,0,282,273
Lupane,Lupane West,Kusile RDC,8,Tshongokwe Primary School,4100KUS0804,0,252,2,0,1,2,2,33,0,1,0,2,0,2,196,1,0,3,0,0,0,1,1,6,0,505,499
Lupane,Lupane West,Kusile RDC,9,Bangale Primary School,4100KUS0901,0,84,1,0,0,3,0,29,0,0,0,0,0,0,125,0,0,0,1,0,0,0,1,2,0,246,244
Lupane,Lupane West,Kusile RDC,9,Ngadlwana Primary School,4100KUS0902,2,53,3,0,0,0,0,3,0,0,0,0,0,1,155,0,1,0,0,1,0,0,0,6,0,225,219
