DISTRICT,CONSTITUENCY,LOCAL AUTHORITY,WARD NO,POLLING STATION,STATION CODE,Busha Joseph Makamba,Chamisa Nelson,Chikanga  Everisto Washington,Dzapasi Melbah ,Gava Peter Mapfumo ,Hlabangana Kwanele,Kasiyamhuru Blessing,Khupe Thokozani,Madhuku Lovemore,Mangoma Elton Steers,Manyika Noah Ngoni,Mapfumo Chiguvare Tonderayi Johannes Timothy,MARIYACHA Violet,Mhambi-Hove Divine,Mnangagwa Emmerson Dambudzo,Moyo Donald Nkosana ,Mteki Bryn Taurai,Mugadza Willard Tawonezvi,Mujuru Joice Teurai Ropa,Munyanduri Tenda Peter,MutinhirI Ambrose,Shumba Kuzozvirava Doniel,Wilson Peter Harry,Total Votes Rejected ,Ballot Paper Unaccounted for,Total Votes Cast,Total Valid Votes Cast
Kwekwe,Mbizo,Kwekwe Municipality,2,Nazarene Mbizo Sec 8 Church,5801KWE0201 B,3,470,0,1,0,0,5,1,0,0,0,0,0,1,109,0,0,0,2,0,1,0,0,0,0,593,593
Kwekwe,Mbizo,Kwekwe Municipality,2,Nazarene Mbizo Sec 8 Church,5801KWE0201 C,2,451,1,0,0,0,7,7,1,0,1,0,0,0,133,0,0,3,1,1,1,1,0,12,0,622,610
Kwekwe,Mbizo,Kwekwe Municipality,2,Rusununguko 7 Play Centre,5801KWE0202 A,2,449,0,0,0,0,0,5,1,0,0,0,0,0,149,1,0,0,2,1,0,0,1,16,0,627,611
Kwekwe,Mbizo,Kwekwe Municipality,2,Rusununguko 7 Play Centre,5801KWE0202 B,1,464,0,0,0,1,1,1,0,0,0,0,0,0,146,1,0,2,2,0,0,1,0,7,0,627,620
Kwekwe,Mbizo,Kwekwe Municipality,2,Rusununguko 7 Play Centre,5801KWE0202 C,2,460,0,0,0,0,6,1,0,0,0,0,0,0,138,1,0,0,1,2,0,1,0,16,0,628,612
Kwekwe,Mbizo,Kwekwe Municipality,2,Mbizo 15 Secondary School,5801KWE0203 A,0,544,0,0,0,0,1,3,0,0,0,0,0,0,145,0,1,0,3,1,0,0,0,6,0,704,698
Kwekwe,Mbizo,Kwekwe Municipality,2,Mbizo 15 Secondary School,5801KWE0203 B,2,523,0,0,0,4,1,5,1,0,0,0,0,0,155,0,0,1,1,0,0,0,0,13,0,706,693
Kwekwe,Mbizo,Kwekwe Municipality,2,Mbizo 15 Secondary School,5801KWE0203 C,2,530,2,0,1,0,2,6,0,0,1,0,0,1,144,0,0,0,1,0,0,0,0,15,0,705,690
Kwekwe,Mbizo,Kwekwe Municipality,3,Emthonjeni Primary School,5801KWE0301 A,4,586,1,0,1,0,5,8,0,0,0,0,0,0,143,1,0,0,1,0,1,1,0,9,0,761,752
Kwekwe,Mbizo,Kwekwe Municipality,3,Emthonjeni Primary School,5801KWE0301 B,1,582,1,0,0,0,1,7,0,0,0,0,0,0,165,3,0,1,1,0,1,1,1,5,0,770,765
Kwekwe,Mbizo,Kwekwe Municipality,3,Maryward Primary School,5801KWE0302,1,489,1,0,0,0,2,3,0,0,0,0,0,0,130,0,0,2,3,1,0,0,0,14,0,646,632
Kwekwe,Mbizo,Kwekwe Municipality,3,Muonde Open Space Tent,5801KWE0303,0,247,1,0,0,0,1,5,0,0,0,0,0,0,66,1,0,1,1,1,1,0,1,3,0,329,326
Kwekwe,Mbizo,Kwekwe Municipality,3,Section 6 Towerlight Tent,5801KWE0304 A,1,561,2,0,0,0,2,7,0,0,0,0,0,1,146,1,0,0,4,0,1,1,0,20,0,747,727
Kwekwe,Mbizo,Kwekwe Municipality,3,Section 6 Towerlight Tent,5801KWE0304 B,1,535,3,0,0,1,0,3,0,0,0,0,0,1,170,1,0,1,2,0,0,0,2,22,1,742,720
Kwekwe,Mbizo,Kwekwe Municipality,4,Dambudzo Primary School,5801KWE0401 A,1,648,1,0,0,0,1,2,0,0,0,0,0,0,172,0,0,0,0,1,0,0,0,5,0,831,826
Kwekwe,Mbizo,Kwekwe Municipality,4,Dambudzo Primary School,5801KWE0401 B,0,627,1,0,0,0,2,3,0,1,0,0,0,0,172,1,0,0,4,0,0,0,0,5,0,816,811
Kwekwe,Mbizo,Kwekwe Municipality,4,Section 12 Housing Tent,5801KWE0403,1,664,0,0,0,0,1,5,0,0,0,0,1,0,152,0,0,0,0,0,2,2,0,2,0,830,828
Kwekwe,Mbizo,Kwekwe Municipality,5,Dutchman's Pool,5801KWE0501,2,101,0,0,0,0,0,1,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,150,150
Kwekwe,Mbizo,Kwekwe Municipality,5,Section 3 Play Centre,5801KWE0502 A,5,437,0,0,1,0,1,1,0,0,0,0,0,0,164,0,0,0,1,0,0,0,0,10,0,620,610
Kwekwe,Mbizo,Kwekwe Municipality,5,Section 3 Play Centre,5801KWE0502 B,0,449,0,0,0,0,1,0,0,0,0,0,0,1,164,2,3,1,1,0,0,0,1,4,0,627,623
Kwekwe,Mbizo,Kwekwe Municipality,5,Section 3 Play Centre,5801KWE0502 C,2,450,1,0,0,0,0,4,0,0,0,0,0,1,153,0,1,1,2,0,1,0,0,7,0,623,616
Kwekwe,Mbizo,Kwekwe Municipality,5,Tasungana Primary School,5801KWE0503 A,0,522,1,0,0,1,2,0,0,0,1,0,0,0,131,0,0,1,4,0,0,0,0,5,0,668,663
Kwekwe,Mbizo,Kwekwe Municipality,5,Tasungana Primary School,5801KWE0503 B,4,526,0,0,0,0,3,0,0,0,0,0,0,0,144,1,0,1,1,0,0,0,0,4,0,684,680
Kwekwe,Mbizo,Kwekwe Municipality,5,Ruvimbo Primary School School,5801KWE0505,3,553,0,1,0,0,0,2,0,0,2,0,0,0,130,1,0,0,5,0,0,0,0,4,0,701,697
Kwekwe,Mbizo,Kwekwe Municipality,11,Chana A Primary School,5801KWE1101 A,1,553,0,0,1,0,3,4,0,0,0,0,1,0,167,1,0,1,2,0,1,0,0,5,0,740,735
Kwekwe,Mbizo,Kwekwe Municipality,11,Chana A Primary School,5801KWE1101 B,1,548,1,1,0,0,1,3,0,0,0,0,0,0,146,0,0,1,1,1,0,0,0,4,0,708,704
Kwekwe,Mbizo,Kwekwe Municipality,11,Chana A Primary School,5801KWE1101 C,3,530,0,0,0,1,1,3,0,0,0,0,0,0,183,0,0,1,1,0,0,4,0,4,0,731,727
Kwekwe,Mbizo,Kwekwe Municipality,11,Chana B Primary School,5801KWE1102 A,0,458,0,0,0,0,4,1,0,0,0,0,1,0,175,1,0,0,0,0,0,1,1,8,0,650,642
Kwekwe,Mbizo,Kwekwe Municipality,11,Chana B Primary School,5801KWE1102 B,1,449,1,0,0,0,3,8,0,0,0,0,1,1,184,1,0,2,1,0,0,1,1,6,0,660,654
Kwekwe,Mbizo,Kwekwe Municipality,11,Chana B Primary School,5801KWE1102 C,2,428,0,0,0,0,4,6,0,0,0,0,0,0,196,2,1,0,2,0,0,1,1,4,0,647,643
Kwekwe,Mbizo,Kwekwe Municipality,11,Section 21/22 Open Space,5801KWE1103,1,262,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,5,0,342,337
Kwekwe,Mbizo,Kwekwe Municipality,11,Zaoga section 18 Church,5801KWE1104 A,0,338,0,0,0,0,1,3,0,0,1,0,0,0,115,0,0,0,1,1,1,0,0,3,0,464,461
Kwekwe,Mbizo,Kwekwe Municipality,11,Zaoga section 18 Church,5801KWE1104 B,1,324,3,0,0,0,0,1,0,0,0,0,0,0,116,1,0,0,2,0,0,0,0,2,0,450,448
Kwekwe,Mbizo,Kwekwe Municipality,12,Black Wadada Shopping Centre Tent,5801KWE1201 A,1,475,0,0,0,0,0,1,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,7,0,625,618
Kwekwe,Mbizo,Kwekwe Municipality,12,Black Wadada Shopping Centre Tent,5801KWE1201 B,1,486,0,0,0,0,1,4,0,0,1,0,0,0,132,0,0,0,0,0,0,1,0,15,0,641,626
Kwekwe,Mbizo,Kwekwe Municipality,12,Black Wadada Shopping Centre Tent,5801KWE1201 C,0,465,0,0,0,0,1,2,0,0,0,0,0,0,151,1,0,0,0,1,0,0,0,14,0,635,621
Kwekwe,Mbizo,Kwekwe Municipality,12,Zaoga Mbizo Section 10 Church,5801KWE1202 A,2,483,0,1,0,0,1,2,0,0,0,0,0,0,143,4,0,0,2,0,0,0,0,7,0,645,638
Kwekwe,Mbizo,Kwekwe Municipality,12,Zaoga Mbizo Section 10 Church,5801KWE1202 B,1,433,1,0,0,0,1,2,0,0,0,0,0,0,174,0,0,0,3,1,1,0,0,9,0,626,617
Kwekwe,Redcliff,Redcliff Municipality,1,Torwood Main Beer Hall,5801RECM0101,0,243,0,0,1,1,0,6,0,0,0,0,0,0,76,0,0,0,0,0,0,1,0,5,0,333,328
Kwekwe,Redcliff,Redcliff Municipality,1,Torwood A Primary School,5801RECM0102,0,224,1,0,0,1,0,4,0,0,0,0,0,0,98,0,0,1,1,0,0,0,0,5,0,335,330
Kwekwe,Redcliff,Redcliff Municipality,1,Torwood B Primary School,5801RECM0103,0,311,0,0,0,0,0,1,0,1,0,0,0,0,87,0,1,0,1,0,0,1,0,4,0,407,403
Kwekwe,Redcliff,Redcliff Municipality,2,Drake A Secondary School,5801RECM0201,0,287,1,1,0,0,1,9,1,0,0,0,0,0,94,0,0,0,3,0,0,0,0,3,0,400,397
Kwekwe,Redcliff,Redcliff Municipality,2,Drake B Secondary School,5801RECM0202,0,169,1,0,0,0,1,0,0,0,0,0,0,0,52,0,0,1,0,0,0,0,0,0,0,224,224
Kwekwe,Redcliff,Redcliff Municipality,2,Torwood Community Hall,5801RECM0203,1,533,0,0,0,2,2,9,1,0,0,0,0,0,179,4,0,0,1,1,0,0,1,8,0,742,734
Kwekwe,Redcliff,Redcliff Municipality,3,Rugare Business Centre Tent,5801RECM0301,1,601,0,0,0,0,1,2,1,0,2,0,0,0,135,0,0,0,3,1,0,1,0,10,0,758,748
Kwekwe,Redcliff,Redcliff Municipality,3,Torwood Maintenance Yard,5801RECM0302,2,293,1,0,0,0,0,1,0,0,0,0,0,1,67,1,0,0,1,0,0,0,0,3,0,370,367
Kwekwe,Redcliff,Redcliff Municipality,4,Batanai High School,5801RECM0401,0,599,1,0,0,0,1,6,0,0,1,0,0,0,142,3,0,1,1,0,1,0,0,8,0,764,756
Kwekwe,Redcliff,Redcliff Municipality,4,Old Shingirirai Pre-School,5801RECM0402,1,306,0,1,0,0,0,3,0,0,0,0,0,0,94,0,0,0,1,0,0,0,0,3,0,409,406
Kwekwe,Redcliff,Redcliff Municipality,4,R.J Davies Primary School,5801RECM0403,2,357,0,0,0,1,0,5,0,0,0,0,0,0,123,2,0,1,1,0,0,2,0,2,0,496,494
Kwekwe,Redcliff,Redcliff Municipality,5,ED Mafidhi Primary School,5801RECM0501 A,1,442,1,0,0,1,1,4,0,0,0,0,0,0,202,1,0,0,2,0,0,0,0,8,0,663,655
Kwekwe,Redcliff,Redcliff Municipality,5,ED Mafidhi Primary School,5801RECM0501 B,1,415,0,0,1,0,0,2,0,0,0,1,0,0,200,1,0,1,1,0,0,1,0,6,0,630,624
Kwekwe,Redcliff,Redcliff Municipality,5,Rutendo A Primary School,5801RECM0502 A,0,402,2,0,0,0,0,2,0,0,0,0,0,0,118,3,0,0,0,1,0,0,1,10,0,539,529
Kwekwe,Redcliff,Redcliff Municipality,5,Rutendo A Primary School,5801RECM0502 B,4,402,0,1,0,1,0,8,0,0,0,0,0,0,105,1,0,0,2,0,1,0,0,12,0,537,525
Kwekwe,Redcliff,Redcliff Municipality,5,Rutendo B Primary School,5801RECM0503,0,400,2,1,0,1,0,6,0,1,1,0,0,0,152,1,0,0,0,1,0,0,0,10,0,576,566
Kwekwe,Redcliff,Redcliff Municipality,6,Bagdad Shopping Centre Tent,5801RECM0601 A,3,350,0,0,0,0,0,4,0,0,0,0,0,0,133,1,0,0,3,0,0,0,0,6,0,500,494
Kwekwe,Redcliff,Redcliff Municipality,6,Bagdad Shopping Centre Tent,5801RECM0601 B,1,374,0,0,0,0,0,1,1,0,0,0,0,0,139,0,0,0,1,0,0,0,0,4,0,521,517
Kwekwe,Redcliff,Redcliff Municipality,6,Rutendo Community Hall,5801RECM0602 A,1,359,1,0,0,0,0,5,1,0,0,0,0,2,153,3,0,2,2,0,0,0,0,9,0,538,529
Kwekwe,Redcliff,Redcliff Municipality,6,Rutendo Community Hall,5801RECM0602 B,5,385,1,0,0,0,0,5,0,0,0,0,0,0,131,1,0,1,0,0,0,1,1,17,0,548,531
Kwekwe,Redcliff,Redcliff Municipality,6,Simbi Park Ternt Shopping Centre,5801RECM0603 A,0,402,0,0,0,0,2,6,0,0,0,0,0,0,161,0,0,1,0,0,1,0,0,17,0,590,573
Kwekwe,Redcliff,Redcliff Municipality,6,Simbi Park Ternt Shopping Centre,5801RECM0603 B,1,402,0,0,0,0,2,9,0,0,0,0,0,0,163,1,0,1,1,0,0,1,0,6,0,587,581
Kwekwe,Redcliff,Redcliff Municipality,6,Simbi Park Ternt Shopping Centre,5801RECM0603 C,1,371,1,0,0,1,0,8,0,0,0,0,0,0,186,1,0,0,0,0,1,1,1,13,0,585,572
Kwekwe,Redcliff,Redcliff Municipality,7,Redcliff Primary School,5801RECM0701,1,379,0,0,0,0,0,4,0,0,0,0,0,0,102,2,0,0,1,0,0,0,0,5,0,494,489
Kwekwe,Redcliff,Redcliff Municipality,7,Zisco Club,5801RECM0702,0,212,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0,1,2,0,0,0,0,1,0,265,264
Kwekwe,Redcliff,Redcliff Municipality,8,Impala Grill Tent,5801RECM0801,0,507,1,0,0,0,0,5,1,0,1,0,0,0,102,0,0,1,2,0,0,0,0,5,0,625,620
Kwekwe,Redcliff,Redcliff Municipality,8,United Methodist Church Stand Tent,5801RECM0802,0,214,0,0,0,1,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,3,0,269,266
Kwekwe,Redcliff,Redcliff Municipality,9,Golf Club Tent,5801RECM0901,0,526,1,0,0,1,0,5,0,0,0,0,0,0,132,0,0,2,4,0,0,2,1,3,0,677,674
Kwekwe,Redcliff,Redcliff Municipality,9,Methodist Church,5801RECM0902,1,292,0,0,0,0,0,2,0,0,0,0,0,0,97,0,1,0,6,0,0,0,0,6,0,405,399
Kwekwe,Redcliff,Zibagwe RDC,3,Bonaccord Primary School,5800ZBG0301,0,21,0,0,0,1,0,1,0,0,0,1,0,1,282,0,0,0,0,0,0,0,1,10,0,318,308
Kwekwe,Redcliff,Zibagwe RDC,3,Grasslands Primary School,5800ZBG0302,0,75,1,0,0,2,0,4,0,0,0,0,0,0,263,0,0,0,0,1,2,2,0,13,0,363,350
Kwekwe,Redcliff,Zibagwe RDC,3,Inglenook homestead,5800ZBG0303,1,30,0,0,0,0,0,1,0,0,1,0,0,0,134,0,0,0,0,0,0,0,0,5,0,172,167
Kwekwe,Redcliff,Zibagwe RDC,3,Melrose Primary School,5800ZBG0304,0,23,0,0,1,1,2,0,0,0,0,0,0,0,237,1,0,0,0,0,1,0,0,8,0,274,266
Kwekwe,Redcliff,Zibagwe RDC,3,Newlands Primary School,5800ZBG0305,0,20,1,0,0,3,1,0,0,0,0,0,0,0,276,0,0,0,1,1,0,0,1,5,0,309,304
Kwekwe,Redcliff,Zibagwe RDC,3,Riverlea Primary School,5800ZBG0306,0,48,0,0,0,1,0,4,1,0,0,0,0,1,210,0,0,1,0,0,1,1,0,11,0,279,268
Kwekwe,Redcliff,Zibagwe RDC,3,Hozi / Ellesmere Business Centre Tent,5800ZBG0307,1,19,1,0,0,1,0,0,0,0,0,0,0,0,130,0,0,0,0,1,0,0,0,1,0,154,153
Kwekwe,Redcliff,Zibagwe RDC,3,Swaartlagte Primary School,5800ZBG0308,0,24,0,0,0,0,0,2,0,0,0,1,0,0,306,0,0,0,0,0,0,0,0,9,0,342,333
Kwekwe,Redcliff,Zibagwe RDC,22,Gothic Mine,5800ZBG2201,4,283,3,0,0,0,1,8,0,0,7,0,0,0,286,1,0,0,1,0,1,0,2,13,0,610,597
Kwekwe,Redcliff,Zibagwe RDC,22,Loreto Primary School,5800ZBG2202 A,4,278,1,0,0,1,0,5,1,0,0,0,0,0,182,2,0,0,0,0,0,0,0,10,0,484,474
Kwekwe,Redcliff,Zibagwe RDC,22,Loreto Primary School,5800ZBG2202 B,4,220,3,0,0,3,0,9,0,0,0,1,0,1,237,1,1,0,2,1,1,2,0,5,0,491,486
Kwekwe,Redcliff,Zibagwe RDC,22,Mutetete Pre-School,5800ZBG2203,1,174,2,1,2,3,2,11,2,0,0,1,1,0,344,3,1,2,2,3,4,5,2,26,0,592,566
Kwekwe,Redcliff,Zibagwe RDC,22,Wozoli Primary School,5800ZBG2204 A,4,161,1,0,0,0,1,7,0,0,0,0,1,0,309,0,0,1,0,1,2,0,0,11,0,499,488
Kwekwe,Redcliff,Zibagwe RDC,22,Wozoli Primary School,5800ZBG2204 B,1,163,3,0,0,3,2,7,0,1,0,0,0,0,277,1,0,3,0,1,1,2,0,30,0,495,465
Kwekwe,Redcliff,Zibagwe RDC,23,Jackson Community Hall,5800ZBG2301,0,34,0,0,0,0,0,1,0,0,0,0,0,0,38,0,0,1,0,0,0,0,0,4,0,78,74
Kwekwe,Redcliff,Zibagwe RDC,23,St. Joseph Primary School,5800ZBG2305,0,47,0,0,0,0,0,3,0,1,0,0,0,0,68,0,1,0,0,0,2,0,0,2,1,124,122
Kwekwe,Redcliff,Zibagwe RDC,23,St. Mark's Primary School,5800ZBG2306,0,39,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,67,67
Kwekwe,Redcliff,Zibagwe RDC,23,Totololo Primary School,5800ZBG2308,0,18,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,2,0,78,76
Kwekwe,Redcliff,Zibagwe RDC,24,Kushinga Project Tent,5800ZBG2401,0,52,2,0,0,0,0,2,0,0,0,0,0,0,146,0,0,0,0,1,0,0,0,4,0,207,203
Kwekwe,Redcliff,Zibagwe RDC,24,Langton Farm Tent.,5800ZBG2402 A,1,39,0,2,1,4,1,4,0,0,2,1,0,0,403,4,1,0,0,0,2,0,0,7,0,472,465
Kwekwe,Redcliff,Zibagwe RDC,24,Langton Farm Tent.,5800ZBG2402 B,3,43,1,0,0,2,1,3,0,1,0,0,0,0,410,0,1,2,0,3,3,1,0,3,0,477,474
Kwekwe,Redcliff,Zibagwe RDC,24,Madwaleni Business Centre Tent,5800ZBG2403,4,329,0,1,0,0,1,14,0,0,0,0,0,0,111,4,0,3,2,0,3,4,0,15,0,491,476
Kwekwe,Redcliff,Zibagwe RDC,24,Mpinda Primary School,5800ZBG2404,4,182,0,0,0,1,1,6,0,2,0,1,1,0,201,2,0,0,1,0,2,3,0,7,0,414,407
Kwekwe,Redcliff,Zibagwe RDC,24,Umelusi Primary School,5800ZBG2405,1,289,2,0,0,2,0,7,0,1,0,0,0,1,276,2,1,3,1,0,0,3,0,15,0,604,589
Kwekwe,Redcliff,Zibagwe RDC,30,Amatava Farm House Tent,5800ZBG3001,1,12,0,0,0,1,0,0,0,0,0,0,0,0,129,0,0,1,0,0,0,0,0,6,0,150,144
Kwekwe,Redcliff,Zibagwe RDC,30,Erin Homestead Tent,5800ZBG3002,0,11,1,0,0,0,0,0,0,0,0,0,0,0,123,1,0,0,0,0,0,0,0,11,0,147,136
Kwekwe,Redcliff,Zibagwe RDC,30,Hurudza Primary School,5800ZBG3003,0,22,0,0,0,0,0,1,0,0,0,0,0,0,215,1,0,0,0,0,1,0,0,6,0,246,240
Kwekwe,Redcliff,Zibagwe RDC,30,Martchabel Farm Homestead Tent,5800ZBG3004,0,34,0,0,0,0,1,1,0,0,0,0,0,0,99,0,0,0,1,0,0,0,0,11,0,147,136
Kwekwe,Redcliff,Zibagwe RDC,30,Moyo (Bvumira) Primary School,5800ZBG3005,3,54,0,0,0,2,2,2,0,0,0,0,0,0,561,4,0,1,0,3,1,1,0,27,0,661,634
Kwekwe,Redcliff,Zibagwe RDC,30,Penwarden Farm Tent,5800ZBG3006,0,5,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,4,0,88,84
Kwekwe,Redcliff,Zibagwe RDC,30,Shungu Secondary School,5800ZBG3007,0,59,0,0,1,1,0,0,0,0,0,0,0,0,337,0,0,2,0,0,1,0,0,12,0,413,401
Kwekwe,Redcliff,Zibagwe RDC,30,Draw Card Construction Site Tent,5800ZBG3008,0,11,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,17,15
Kwekwe,Redcliff,Zibagwe RDC,30,Tore Primary School,5800ZBG3009,1,49,2,0,1,0,0,0,0,2,1,0,1,0,156,0,0,0,0,0,0,0,0,13,0,226,213
Kwekwe,Silobela,Zibagwe RDC,4,Bertha (Summerview) Mine,5800ZBG0401,0,43,0,0,0,0,0,0,1,0,0,0,0,0,88,0,0,0,0,0,0,0,0,3,0,135,132
Kwekwe,Silobela,Zibagwe RDC,4,Broomsgroove Primary School,5800ZBG0402,0,52,1,1,1,1,0,3,0,0,0,0,0,0,72,1,1,0,0,1,1,0,1,2,0,138,136
Kwekwe,Silobela,Zibagwe RDC,4,Collusion Mine,5800ZBG0403,2,78,0,0,0,1,1,0,0,1,0,0,0,0,200,0,0,2,0,1,0,1,0,6,0,293,287
Kwekwe,Silobela,Zibagwe RDC,4,Maywood Primary School,5800ZBG0404,0,18,1,0,0,0,0,1,0,0,0,0,1,0,206,0,0,0,0,0,0,1,0,5,0,233,228
Kwekwe,Silobela,Zibagwe RDC,4,Rhino Primary School,5800ZBG0405,0,11,0,0,0,2,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,7,0,97,90
Kwekwe,Silobela,Zibagwe RDC,4,Southcum Homestead Tent,5800ZBG0406,1,18,0,0,1,4,0,2,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,88,88
Kwekwe,Silobela,Zibagwe RDC,4,Tiger Reef Primary School,5800ZBG0407,7,242,6,1,2,2,2,4,0,1,1,0,0,1,407,2,0,0,1,1,3,1,2,32,0,718,686
Kwekwe,Silobela,Zibagwe RDC,5,Kotamayi Primary School,5800ZBG0501,1,49,0,0,0,1,2,0,0,0,2,0,0,1,545,1,0,1,0,0,0,1,1,13,0,618,605
Kwekwe,Silobela,Zibagwe RDC,5,Mariyangu Primary School,5800ZBG0502,1,35,2,0,0,1,2,1,0,1,0,0,0,0,283,0,0,0,1,0,0,0,0,4,0,331,327
Kwekwe,Silobela,Zibagwe RDC,5,Sessombi village 2 homestead Tent,5800ZBG0503,0,23,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,3,0,176,173
Kwekwe,Silobela,Zibagwe RDC,5,Zivagwe Primary School,5800ZBG0504,4,18,4,1,0,0,2,1,0,0,0,0,0,2,485,0,1,0,0,1,0,0,0,18,0,537,519
Kwekwe,Silobela,Zibagwe RDC,15,Batanai Primary School,5800ZBG1501,1,117,2,0,0,3,0,7,0,0,0,0,1,1,637,2,0,2,0,1,2,0,0,12,0,788,776
Kwekwe,Silobela,Zibagwe RDC,15,Mutimutema Primary School,5800ZBG1502,2,47,0,0,0,2,2,1,0,2,1,0,0,0,480,1,0,0,0,5,1,0,0,11,0,555,544
Kwekwe,Silobela,Zibagwe RDC,15,Rusununguko Primary School,5800ZBG1503,4,152,3,0,0,3,2,6,0,1,2,0,0,0,456,4,2,1,0,1,0,1,0,11,0,649,638
Kwekwe,Silobela,Zibagwe RDC,15,Somoza Primary School,5800ZBG1504,2,78,5,0,1,1,3,5,1,0,1,0,1,0,265,2,0,0,0,1,2,0,1,10,0,379,369
Kwekwe,Silobela,Zibagwe RDC,15,Sunganai Primary School,5800ZBG1505,0,61,1,0,0,0,0,3,0,0,0,0,0,1,199,0,1,0,0,0,0,0,2,9,0,277,268
Kwekwe,Silobela,Zibagwe RDC,17,Dendera Clinic,5800ZBG1701,1,98,6,0,1,4,1,11,2,1,1,0,0,3,318,2,0,1,4,2,1,0,0,9,0,466,457
Kwekwe,Silobela,Zibagwe RDC,17,Gwarazimba Business Centre Tent,5800ZBG1702,0,12,2,0,0,1,0,1,0,0,0,0,0,0,174,1,0,0,0,0,1,0,0,6,0,198,192
Kwekwe,Silobela,Zibagwe RDC,17,Mabhidhli Primary School,5800ZBG1703,3,137,3,0,0,1,0,5,0,0,0,1,1,2,210,0,1,0,0,2,0,0,1,7,0,374,367
Kwekwe,Silobela,Zibagwe RDC,17,Mawolokhohlo Primary School,5800ZBG1704,2,176,4,0,1,4,0,20,0,0,0,1,0,0,68,6,0,0,0,1,0,1,1,7,0,292,285
Kwekwe,Silobela,Zibagwe RDC,17,Mkobogwe Primary School,5800ZBG1705,0,211,6,1,1,3,4,18,1,1,1,0,1,2,238,5,1,3,3,0,3,1,3,17,0,524,507
Kwekwe,Silobela,Zibagwe RDC,17,Tshapewa Primary School,5800ZBG1706,4,192,3,0,0,2,1,10,1,1,1,0,0,0,90,6,1,1,0,1,0,2,1,15,0,332,317
Kwekwe,Silobela,Zibagwe RDC,18,Gobo Primary School,5800ZBG1801,1,144,2,0,1,1,0,7,0,0,0,0,0,0,250,1,0,0,0,0,0,1,1,10,0,419,409
Kwekwe,Silobela,Zibagwe RDC,18,Mkuhlani Roman Catholic Church,5800ZBG1802,0,57,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,1,0,157,156
Kwekwe,Silobela,Zibagwe RDC,18,St Alois Roman Catholic Church,5800ZBG1803,5,201,0,2,0,1,1,6,1,1,0,0,0,0,242,1,0,0,2,1,2,2,0,4,0,472,468
Kwekwe,Silobela,Zibagwe RDC,19,Exchange Irrigation Hall,5800ZBG1901,0,91,1,0,0,1,0,3,0,0,0,0,0,0,108,1,0,1,0,0,0,0,0,4,0,210,206
Kwekwe,Silobela,Zibagwe RDC,19,Ruya Primary School,5800ZBG1902,1,245,0,0,0,2,3,5,1,0,0,0,0,0,467,2,0,1,2,1,0,0,1,10,0,741,731
Kwekwe,Silobela,Zibagwe RDC,19,Seanga Primary School,5800ZBG1903,0,58,3,0,0,0,0,2,0,0,0,0,0,0,72,0,1,0,0,0,0,0,0,0,0,136,136
Kwekwe,Silobela,Zibagwe RDC,20,Jena Mine Primary School,5800ZBG2001,0,263,0,0,0,0,0,3,0,0,0,0,0,0,54,1,0,2,0,1,0,0,0,2,0,326,324
Kwekwe,Silobela,Zibagwe RDC,20,Python Mine Tent,5800ZBG2002,0,136,1,1,0,0,1,1,0,0,0,0,0,1,90,0,0,1,0,1,0,0,0,5,0,238,233
Kwekwe,Silobela,Zibagwe RDC,20,Simana Primary School,5800ZBG2003 A,1,276,1,0,0,0,0,8,0,0,0,0,1,0,111,2,2,1,0,1,1,1,0,12,0,418,406
Kwekwe,Silobela,Zibagwe RDC,20,Simana Primary School,5800ZBG2003 B,0,300,0,1,1,2,0,2,0,1,0,2,0,0,73,3,0,6,1,0,1,0,1,8,0,402,394
Kwekwe,Silobela,Zibagwe RDC,20,St. Michael's Mbombela Primary School,5800ZBG2004,0,168,2,0,1,2,0,7,0,0,0,0,0,1,86,2,0,1,2,0,2,1,0,3,0,278,275
Kwekwe,Silobela,Zibagwe RDC,21,Bambanani St Peters Primary School,5800ZBG2101 A,2,165,5,0,1,1,0,9,1,1,1,0,0,1,334,0,0,0,0,1,0,1,1,19,0,543,524
Kwekwe,Silobela,Zibagwe RDC,21,Bambanani St Peters Primary School,5800ZBG2101 B,1,136,3,0,2,0,2,7,0,1,1,0,0,0,357,2,0,2,0,1,0,0,1,17,0,533,516
